ref_area,ref_area.label,source,source.label,indicator,indicator.label,sex,sex.label,classif1,classif1.label,classif2,classif2.label,time,obs_value,obs_status,obs_status.label,note_classif,note_classif.label,note_indicator,note_indicator.label,note_source,note_source.label
KEN,Kenya,BB:7021,HIES - Household Budget Survey,EMP_TEMP_SEX_AGE_EDU_NB,"Employment by sex, age and education (thousands)",SEX_T,Sex: Total,AGE_AGGREGATE_Y55-64,Age (Aggregate bands): 55-64,EDU_ISCED97_X,Education (ISCED-97): X. No schooling,2016,401.142,,,,,,,R1:3513,Repository: ILO-STATISTICS - Micro data processing
KEN,Kenya,BB:7021,HIES - Household Budget Survey,EMP_TEMP_SEX_AGE_EDU_NB,"Employment by sex, age and education (thousands)",SEX_T,Sex: Total,AGE_AGGREGATE_Y55-64,Age (Aggregate bands): 55-64,EDU_ISCED97_0,Education (ISCED-97): 0. Pre-primary education,2016,5.615,U,Unreliable,,,,,R1:3513,Repository: ILO-STATISTICS - Micro data processing
KEN,Kenya,BB:7021,HIES - Household Budget Survey,EMP_TEMP_SEX_AGE_EDU_NB,"Employment by sex, age and education (thousands)",SEX_T,Sex: Total,AGE_AGGREGATE_Y55-64,Age (Aggregate bands): 55-64,EDU_ISCED97_1,Education (ISCED-97): 1. Primary education or first stage of basic education,2016,824.871,,,C3:996,Nonstandard education level: Including 2,,,R1:3513,Repository: ILO-STATISTICS - Micro data processing
KEN,Kenya,BB:7021,HIES - Household Budget Survey,EMP_TEMP_SEX_AGE_EDU_NB,"Employment by sex, age and education (thousands)",SEX_T,Sex: Total,AGE_AGGREGATE_Y55-64,Age (Aggregate bands): 55-64,EDU_ISCED97_2,Education (ISCED-97): 2. Lower secondary or second stage of basic education,2016,10.047,,,,,,,R1:3513,Repository: ILO-STATISTICS - Micro data processing
KEN,Kenya,BB:7021,HIES - Household Budget Survey,EMP_TEMP_SEX_AGE_EDU_NB,"Employment by sex, age and education (thousands)",SEX_T,Sex: Total,AGE_AGGREGATE_Y55-64,Age (Aggregate bands): 55-64,EDU_ISCED97_3,Education (ISCED-97): 3. Upper secondary education,2016,332.539,,,,,,,R1:3513,Repository: ILO-STATISTICS - Micro data processing
KEN,Kenya,BB:7021,HIES - Household Budget Survey,EMP_TEMP_SEX_AGE_EDU_NB,"Employment by sex, age and education (thousands)",SEX_T,Sex: Total,AGE_AGGREGATE_Y55-64,Age (Aggregate bands): 55-64,EDU_ISCED97_4,Education (ISCED-97): 4. Post-secondary non-tertiary education,2016,103.918,,,,,,,R1:3513,Repository: ILO-STATISTICS - Micro data processing
KEN,Kenya,BB:7021,HIES - Household Budget Survey,EMP_TEMP_SEX_AGE_EDU_NB,"Employment by sex, age and education (thousands)",SEX_T,Sex: Total,AGE_AGGREGATE_Y55-64,Age (Aggregate bands): 55-64,EDU_ISCED97_5,Education (ISCED-97): 5. First stage of tertiary education (not leading directly to an advanced research qualification),2016,20.282,,,,,,,R1:3513,Repository: ILO-STATISTICS - Micro data processing
KEN,Kenya,BB:7021,HIES - Household Budget Survey,EMP_TEMP_SEX_AGE_EDU_NB,"Employment by sex, age and education (thousands)",SEX_T,Sex: Total,AGE_AGGREGATE_Y55-64,Age (Aggregate bands): 55-64,EDU_ISCED97_6,Education (ISCED-97): 6. Second stage of tertiary education (leading to an advanced research qualification),2016,9.238,,,,,,,R1:3513,Repository: ILO-STATISTICS - Micro data processing
KEN,Kenya,BB:7021,HIES - Household Budget Survey,EMP_TEMP_SEX_AGE_EDU_NB,"Employment by sex, age and education (thousands)",SEX_T,Sex: Total,AGE_AGGREGATE_Y55-64,Age (Aggregate bands): 55-64,EDU_ISCED97_UNK,Education (ISCED-97): Level not stated,2016,18.285,,,,,,,R1:3513,Repository: ILO-STATISTICS - Micro data processing
KEN,Kenya,BB:7021,HIES - Household Budget Survey,EMP_TEMP_SEX_AGE_EDU_NB,"Employment by sex, age and education (thousands)",SEX_T,Sex: Total,AGE_AGGREGATE_YGE65,Age (Aggregate bands): 65+,EDU_ISCED97_TOTAL,Education (ISCED-97): Total,2016,1185.869,,,,,,,R1:3513,Repository: ILO-STATISTICS - Micro data processing
KEN,Kenya,BB:7021,HIES - Household Budget Survey,EMP_TEMP_SEX_AGE_EDU_NB,"Employment by sex, age and education (thousands)",SEX_T,Sex: Total,AGE_AGGREGATE_YGE65,Age (Aggregate bands): 65+,EDU_ISCED97_X,Education (ISCED-97): X. No schooling,2016,480.304,,,,,,,R1:3513,Repository: ILO-STATISTICS - Micro data processing
KEN,Kenya,BB:7021,HIES - Household Budget Survey,EMP_TEMP_SEX_AGE_EDU_NB,"Employment by sex, age and education (thousands)",SEX_T,Sex: Total,AGE_AGGREGATE_YGE65,Age (Aggregate bands): 65+,EDU_ISCED97_0,Education (ISCED-97): 0. Pre-primary education,2016,4.838,U,Unreliable,,,,,R1:3513,Repository: ILO-STATISTICS - Micro data processing
KEN,Kenya,BB:7021,HIES - Household Budget Survey,EMP_TEMP_SEX_AGE_EDU_NB,"Employment by sex, age and education (thousands)",SEX_T,Sex: Total,AGE_AGGREGATE_YGE65,Age (Aggregate bands): 65+,EDU_ISCED97_1,Education (ISCED-97): 1. Primary education or first stage of basic education,2016,532.786,,,C3:996,Nonstandard education level: Including 2,,,R1:3513,Repository: ILO-STATISTICS - Micro data processing
KEN,Kenya,BB:7021,HIES - Household Budget Survey,EMP_TEMP_SEX_AGE_EDU_NB,"Employment by sex, age and education (thousands)",SEX_T,Sex: Total,AGE_AGGREGATE_YGE65,Age (Aggregate bands): 65+,EDU_ISCED97_2,Education (ISCED-97): 2. Lower secondary or second stage of basic education,2016,6.763,U,Unreliable,,,,,R1:3513,Repository: ILO-STATISTICS - Micro data processing
KEN,Kenya,BB:7021,HIES - Household Budget Survey,EMP_TEMP_SEX_AGE_EDU_NB,"Employment by sex, age and education (thousands)",SEX_T,Sex: Total,AGE_AGGREGATE_YGE65,Age (Aggregate bands): 65+,EDU_ISCED97_3,Education (ISCED-97): 3. Upper secondary education,2016,77.207,,,,,,,R1:3513,Repository: ILO-STATISTICS - Micro data processing
KEN,Kenya,BB:7021,HIES - Household Budget Survey,EMP_TEMP_SEX_AGE_EDU_NB,"Employment by sex, age and education (thousands)",SEX_T,Sex: Total,AGE_AGGREGATE_YGE65,Age (Aggregate bands): 65+,EDU_ISCED97_4,Education (ISCED-97): 4. Post-secondary non-tertiary education,2016,42.547,,,,,,,R1:3513,Repository: ILO-STATISTICS - Micro data processing
KEN,Kenya,BB:7021,HIES - Household Budget Survey,EMP_TEMP_SEX_AGE_EDU_NB,"Employment by sex, age and education (thousands)",SEX_T,Sex: Total,AGE_AGGREGATE_YGE65,Age (Aggregate bands): 65+,EDU_ISCED97_5,Education (ISCED-97): 5. First stage of tertiary education (not leading directly to an advanced research qualification),2016,11.795,,,,,,,R1:3513,Repository: ILO-STATISTICS - Micro data processing
KEN,Kenya,BB:7021,HIES - Household Budget Survey,EMP_TEMP_SEX_AGE_EDU_NB,"Employment by sex, age and education (thousands)",SEX_T,Sex: Total,AGE_AGGREGATE_YGE65,Age (Aggregate bands): 65+,EDU_ISCED97_6,Education (ISCED-97): 6. Second stage of tertiary education (leading to an advanced research qualification),2016,,U,Unreliable,,,,,R1:3513,Repository: ILO-STATISTICS - Micro data processing
KEN,Kenya,BB:7021,HIES - Household Budget Survey,EMP_TEMP_SEX_AGE_EDU_NB,"Employment by sex, age and education (thousands)",SEX_T,Sex: Total,AGE_AGGREGATE_YGE65,Age (Aggregate bands): 65+,EDU_ISCED97_UNK,Education (ISCED-97): Level not stated,2016,27.604,,,,,,,R1:3513,Repository: ILO-STATISTICS - Micro data processing
KEN,Kenya,BB:7021,HIES - Household Budget Survey,EMP_TEMP_SEX_AGE_EDU_NB,"Employment by sex, age and education (thousands)",SEX_M,Sex: Male,AGE_AGGREGATE_TOTAL,Age (Aggregate bands): Total,EDU_ISCED97_TOTAL,Education (ISCED-97): Total,2016,9827.3,,,,,,,R1:3513,Repository: ILO-STATISTICS - Micro data processing
KEN,Kenya,BB:7021,HIES - Household Budget Survey,EMP_TEMP_SEX_AGE_EDU_NB,"Employment by sex, age and education (thousands)",SEX_M,Sex: Male,AGE_AGGREGATE_TOTAL,Age (Aggregate bands): Total,EDU_ISCED97_X,Education (ISCED-97): X. No schooling,2016,675.923,,,,,,,R1:3513,Repository: ILO-STATISTICS - Micro data processing
KEN,Kenya,BB:7021,HIES - Household Budget Survey,EMP_TEMP_SEX_AGE_EDU_NB,"Employment by sex, age and education (thousands)",SEX_M,Sex: Male,AGE_AGGREGATE_TOTAL,Age (Aggregate bands): Total,EDU_ISCED97_0,Education (ISCED-97): 0. Pre-primary education,2016,17.453,,,,,,,R1:3513,Repository: ILO-STATISTICS - Micro data processing
KEN,Kenya,BB:7021,HIES - Household Budget Survey,EMP_TEMP_SEX_AGE_EDU_NB,"Employment by sex, age and education (thousands)",SEX_M,Sex: Male,AGE_AGGREGATE_TOTAL,Age (Aggregate bands): Total,EDU_ISCED97_1,Education (ISCED-97): 1. Primary education or first stage of basic education,2016,4570.64,,,C3:996,Nonstandard education level: Including 2,,,R1:3513,Repository: ILO-STATISTICS - Micro data processing
KEN,Kenya,BB:7021,HIES - Household Budget Survey,EMP_TEMP_SEX_AGE_EDU_NB,"Employment by sex, age and education (thousands)",SEX_M,Sex: Male,AGE_AGGREGATE_TOTAL,Age (Aggregate bands): Total,EDU_ISCED97_2,Education (ISCED-97): 2. Lower secondary or second stage of basic education,2016,150.31,,,,,,,R1:3513,Repository: ILO-STATISTICS - Micro data processing
KEN,Kenya,BB:7021,HIES - Household Budget Survey,EMP_TEMP_SEX_AGE_EDU_NB,"Employment by sex, age and education (thousands)",SEX_M,Sex: Male,AGE_AGGREGATE_TOTAL,Age (Aggregate bands): Total,EDU_ISCED97_3,Education (ISCED-97): 3. Upper secondary education,2016,2942.021,,,,,,,R1:3513,Repository: ILO-STATISTICS - Micro data processing
KEN,Kenya,BB:7021,HIES - Household Budget Survey,EMP_TEMP_SEX_AGE_EDU_NB,"Employment by sex, age and education (thousands)",SEX_M,Sex: Male,AGE_AGGREGATE_TOTAL,Age (Aggregate bands): Total,EDU_ISCED97_4,Education (ISCED-97): 4. Post-secondary non-tertiary education,2016,950.122,,,,,,,R1:3513,Repository: ILO-STATISTICS - Micro data processing
KEN,Kenya,BB:7021,HIES - Household Budget Survey,EMP_TEMP_SEX_AGE_EDU_NB,"Employment by sex, age and education (thousands)",SEX_M,Sex: Male,AGE_AGGREGATE_TOTAL,Age (Aggregate bands): Total,EDU_ISCED97_5,Education (ISCED-97): 5. First stage of tertiary education (not leading directly to an advanced research qualification),2016,392.815,,,,,,,R1:3513,Repository: ILO-STATISTICS - Micro data processing
KEN,Kenya,BB:7021,HIES - Household Budget Survey,EMP_TEMP_SEX_AGE_EDU_NB,"Employment by sex, age and education (thousands)",SEX_M,Sex: Male,AGE_AGGREGATE_TOTAL,Age (Aggregate bands): Total,EDU_ISCED97_6,Education (ISCED-97): 6. Second stage of tertiary education (leading to an advanced research qualification),2016,69.035,,,,,,,R1:3513,Repository: ILO-STATISTICS - Micro data processing
KEN,Kenya,BB:7021,HIES - Household Budget Survey,EMP_TEMP_SEX_AGE_EDU_NB,"Employment by sex, age and education (thousands)",SEX_M,Sex: Male,AGE_AGGREGATE_TOTAL,Age (Aggregate bands): Total,EDU_ISCED97_UNK,Education (ISCED-97): Level not stated,2016,58.981,,,,,,,R1:3513,Repository: ILO-STATISTICS - Micro data processing
KEN,Kenya,BB:7021,HIES - Household Budget Survey,EMP_TEMP_SEX_AGE_EDU_NB,"Employment by sex, age and education (thousands)",SEX_M,Sex: Male,AGE_AGGREGATE_Y15-24,Age (Aggregate bands): 15-24,EDU_ISCED97_TOTAL,Education (ISCED-97): Total,2016,1963.058,,,,,,,R1:3513,Repository: ILO-STATISTICS - Micro data processing
KEN,Kenya,BB:7021,HIES - Household Budget Survey,EMP_TEMP_SEX_AGE_EDU_NB,"Employment by sex, age and education (thousands)",SEX_M,Sex: Male,AGE_AGGREGATE_Y15-24,Age (Aggregate bands): 15-24,EDU_ISCED97_X,Education (ISCED-97): X. No schooling,2016,78.711,,,,,,,R1:3513,Repository: ILO-STATISTICS - Micro data processing
KEN,Kenya,BB:7021,HIES - Household Budget Survey,EMP_TEMP_SEX_AGE_EDU_NB,"Employment by sex, age and education (thousands)",SEX_M,Sex: Male,AGE_AGGREGATE_Y15-24,Age (Aggregate bands): 15-24,EDU_ISCED97_0,Education (ISCED-97): 0. Pre-primary education,2016,3.361,U,Unreliable,,,,,R1:3513,Repository: ILO-STATISTICS - Micro data processing
KEN,Kenya,BB:7021,HIES - Household Budget Survey,EMP_TEMP_SEX_AGE_EDU_NB,"Employment by sex, age and education (thousands)",SEX_M,Sex: Male,AGE_AGGREGATE_Y15-24,Age (Aggregate bands): 15-24,EDU_ISCED97_1,Education (ISCED-97): 1. Primary education or first stage of basic education,2016,968.548,,,C3:996,Nonstandard education level: Including 2,,,R1:3513,Repository: ILO-STATISTICS - Micro data processing
KEN,Kenya,BB:7021,HIES - Household Budget Survey,EMP_TEMP_SEX_AGE_EDU_NB,"Employment by sex, age and education (thousands)",SEX_M,Sex: Male,AGE_AGGREGATE_Y15-24,Age (Aggregate bands): 15-24,EDU_ISCED97_2,Education (ISCED-97): 2. Lower secondary or second stage of basic education,2016,33.381,,,,,,,R1:3513,Repository: ILO-STATISTICS - Micro data processing
KEN,Kenya,BB:7021,HIES - Household Budget Survey,EMP_TEMP_SEX_AGE_EDU_NB,"Employment by sex, age and education (thousands)",SEX_M,Sex: Male,AGE_AGGREGATE_Y15-24,Age (Aggregate bands): 15-24,EDU_ISCED97_3,Education (ISCED-97): 3. Upper secondary education,2016,729.087,,,,,,,R1:3513,Repository: ILO-STATISTICS - Micro data processing
KEN,Kenya,BB:7021,HIES - Household Budget Survey,EMP_TEMP_SEX_AGE_EDU_NB,"Employment by sex, age and education (thousands)",SEX_M,Sex: Male,AGE_AGGREGATE_Y15-24,Age (Aggregate bands): 15-24,EDU_ISCED97_4,Education (ISCED-97): 4. Post-secondary non-tertiary education,2016,86.686,,,,,,,R1:3513,Repository: ILO-STATISTICS - Micro data processing
KEN,Kenya,BB:7021,HIES - Household Budget Survey,EMP_TEMP_SEX_AGE_EDU_NB,"Employment by sex, age and education (thousands)",SEX_M,Sex: Male,AGE_AGGREGATE_Y15-24,Age (Aggregate bands): 15-24,EDU_ISCED97_5,Education (ISCED-97): 5. First stage of tertiary education (not leading directly to an advanced research qualification),2016,56.494,,,,,,,R1:3513,Repository: ILO-STATISTICS - Micro data processing
KEN,Kenya,BB:7021,HIES - Household Budget Survey,EMP_TEMP_SEX_AGE_EDU_NB,"Employment by sex, age and education (thousands)",SEX_M,Sex: Male,AGE_AGGREGATE_Y15-24,Age (Aggregate bands): 15-24,EDU_ISCED97_6,Education (ISCED-97): 6. Second stage of tertiary education (leading to an advanced research qualification),2016,,U,Unreliable,,,,,R1:3513,Repository: ILO-STATISTICS - Micro data processing
KEN,Kenya,BB:7021,HIES - Household Budget Survey,EMP_TEMP_SEX_AGE_EDU_NB,"Employment by sex, age and education (thousands)",SEX_M,Sex: Male,AGE_AGGREGATE_Y15-24,Age (Aggregate bands): 15-24,EDU_ISCED97_UNK,Education (ISCED-97): Level not stated,2016,4.57,,,,,,,R1:3513,Repository: ILO-STATISTICS - Micro data processing
KEN,Kenya,BB:7021,HIES - Household Budget Survey,EMP_TEMP_SEX_AGE_EDU_NB,"Employment by sex, age and education (thousands)",SEX_M,Sex: Male,AGE_AGGREGATE_Y25-54,Age (Aggregate bands): 25-54,EDU_ISCED97_TOTAL,Education (ISCED-97): Total,2016,6438.433,,,,,,,R1:3513,Repository: ILO-STATISTICS - Micro data processing
KEN,Kenya,BB:7021,HIES - Household Budget Survey,EMP_TEMP_SEX_AGE_EDU_NB,"Employment by sex, age and education (thousands)",SEX_M,Sex: Male,AGE_AGGREGATE_Y25-54,Age (Aggregate bands): 25-54,EDU_ISCED97_X,Education (ISCED-97): X. No schooling,2016,347.88,,,,,,,R1:3513,Repository: ILO-STATISTICS - Micro data processing
KEN,Kenya,BB:7021,HIES - Household Budget Survey,EMP_TEMP_SEX_AGE_EDU_NB,"Employment by sex, age and education (thousands)",SEX_M,Sex: Male,AGE_AGGREGATE_Y25-54,Age (Aggregate bands): 25-54,EDU_ISCED97_0,Education (ISCED-97): 0. Pre-primary education,2016,10.276,,,,,,,R1:3513,Repository: ILO-STATISTICS - Micro data processing
KEN,Kenya,BB:7021,HIES - Household Budget Survey,EMP_TEMP_SEX_AGE_EDU_NB,"Employment by sex, age and education (thousands)",SEX_M,Sex: Male,AGE_AGGREGATE_Y25-54,Age (Aggregate bands): 25-54,EDU_ISCED97_1,Education (ISCED-97): 1. Primary education or first stage of basic education,2016,2898.24,,,C3:996,Nonstandard education level: Including 2,,,R1:3513,Repository: ILO-STATISTICS - Micro data processing
KEN,Kenya,BB:7021,HIES - Household Budget Survey,EMP_TEMP_SEX_AGE_EDU_NB,"Employment by sex, age and education (thousands)",SEX_M,Sex: Male,AGE_AGGREGATE_Y25-54,Age (Aggregate bands): 25-54,EDU_ISCED97_2,Education (ISCED-97): 2. Lower secondary or second stage of basic education,2016,105.18,,,,,,,R1:3513,Repository: ILO-STATISTICS - Micro data processing
KEN,Kenya,BB:7021,HIES - Household Budget Survey,EMP_TEMP_SEX_AGE_EDU_NB,"Employment by sex, age and education (thousands)",SEX_M,Sex: Male,AGE_AGGREGATE_Y25-54,Age (Aggregate bands): 25-54,EDU_ISCED97_3,Education (ISCED-97): 3. Upper secondary education,2016,1920.544,,,,,,,R1:3513,Repository: ILO-STATISTICS - Micro data processing
KEN,Kenya,BB:7021,HIES - Household Budget Survey,EMP_TEMP_SEX_AGE_EDU_NB,"Employment by sex, age and education (thousands)",SEX_M,Sex: Male,AGE_AGGREGATE_Y25-54,Age (Aggregate bands): 25-54,EDU_ISCED97_4,Education (ISCED-97): 4. Post-secondary non-tertiary education,2016,761.123,,,,,,,R1:3513,Repository: ILO-STATISTICS - Micro data processing
KEN,Kenya,BB:7021,HIES - Household Budget Survey,EMP_TEMP_SEX_AGE_EDU_NB,"Employment by sex, age and education (thousands)",SEX_M,Sex: Male,AGE_AGGREGATE_Y25-54,Age (Aggregate bands): 25-54,EDU_ISCED97_5,Education (ISCED-97): 5. First stage of tertiary education (not leading directly to an advanced research qualification),2016,309.219,,,,,,,R1:3513,Repository: ILO-STATISTICS - Micro data processing
KEN,Kenya,BB:7021,HIES - Household Budget Survey,EMP_TEMP_SEX_AGE_EDU_NB,"Employment by sex, age and education (thousands)",SEX_M,Sex: Male,AGE_AGGREGATE_Y25-54,Age (Aggregate bands): 25-54,EDU_ISCED97_6,Education (ISCED-97): 6. Second stage of tertiary education (leading to an advanced research qualification),2016,56.985,,,,,,,R1:3513,Repository: ILO-STATISTICS - Micro data processing
KEN,Kenya,BB:7021,HIES - Household Budget Survey,EMP_TEMP_SEX_AGE_EDU_NB,"Employment by sex, age and education (thousands)",SEX_M,Sex: Male,AGE_AGGREGATE_Y25-54,Age (Aggregate bands): 25-54,EDU_ISCED97_UNK,Education (ISCED-97): Level not stated,2016,28.988,,,,,,,R1:3513,Repository: ILO-STATISTICS - Micro data processing
KEN,Kenya,BB:7021,HIES - Household Budget Survey,EMP_TEMP_SEX_AGE_EDU_NB,"Employment by sex, age and education (thousands)",SEX_M,Sex: Male,AGE_AGGREGATE_Y55-64,Age (Aggregate bands): 55-64,EDU_ISCED97_TOTAL,Education (ISCED-97): Total,2016,848.899,,,,,,,R1:3513,Repository: ILO-STATISTICS - Micro data processing
KEN,Kenya,BB:7021,HIES - Household Budget Survey,EMP_TEMP_SEX_AGE_EDU_NB,"Employment by sex, age and education (thousands)",SEX_M,Sex: Male,AGE_AGGREGATE_Y55-64,Age (Aggregate bands): 55-64,EDU_ISCED97_X,Education (ISCED-97): X. No schooling,2016,117.154,,,,,,,R1:3513,Repository: ILO-STATISTICS - Micro data processing
KEN,Kenya,BB:7021,HIES - Household Budget Survey,EMP_TEMP_SEX_AGE_EDU_NB,"Employment by sex, age and education (thousands)",SEX_M,Sex: Male,AGE_AGGREGATE_Y55-64,Age (Aggregate bands): 55-64,EDU_ISCED97_0,Education (ISCED-97): 0. Pre-primary education,2016,,U,Unreliable,,,,,R1:3513,Repository: ILO-STATISTICS - Micro data processing
KEN,Kenya,BB:7021,HIES - Household Budget Survey,EMP_TEMP_SEX_AGE_EDU_NB,"Employment by sex, age and education (thousands)",SEX_M,Sex: Male,AGE_AGGREGATE_Y55-64,Age (Aggregate bands): 55-64,EDU_ISCED97_1,Education (ISCED-97): 1. Primary education or first stage of basic education,2016,391.346,,,C3:996,Nonstandard education level: Including 2,,,R1:3513,Repository: ILO-STATISTICS - Micro data processing
KEN,Kenya,BB:7021,HIES - Household Budget Survey,EMP_TEMP_SEX_AGE_EDU_NB,"Employment by sex, age and education (thousands)",SEX_M,Sex: Male,AGE_AGGREGATE_Y55-64,Age (Aggregate bands): 55-64,EDU_ISCED97_2,Education (ISCED-97): 2. Lower secondary or second stage of basic education,2016,7.545,,,,,,,R1:3513,Repository: ILO-STATISTICS - Micro data processing
KEN,Kenya,BB:7021,HIES - Household Budget Survey,EMP_TEMP_SEX_AGE_EDU_NB,"Employment by sex, age and education (thousands)",SEX_M,Sex: Male,AGE_AGGREGATE_Y55-64,Age (Aggregate bands): 55-64,EDU_ISCED97_3,Education (ISCED-97): 3. Upper secondary education,2016,229.574,,,,,,,R1:3513,Repository: ILO-STATISTICS - Micro data processing
KEN,Kenya,BB:7021,HIES - Household Budget Survey,EMP_TEMP_SEX_AGE_EDU_NB,"Employment by sex, age and education (thousands)",SEX_M,Sex: Male,AGE_AGGREGATE_Y55-64,Age (Aggregate bands): 55-64,EDU_ISCED97_4,Education (ISCED-97): 4. Post-secondary non-tertiary education,2016,68.98,,,,,,,R1:3513,Repository: ILO-STATISTICS - Micro data processing
KEN,Kenya,BB:7021,HIES - Household Budget Survey,EMP_TEMP_SEX_AGE_EDU_NB,"Employment by sex, age and education (thousands)",SEX_M,Sex: Male,AGE_AGGREGATE_Y55-64,Age (Aggregate bands): 55-64,EDU_ISCED97_5,Education (ISCED-97): 5. First stage of tertiary education (not leading directly to an advanced research qualification),2016,16.3,,,,,,,R1:3513,Repository: ILO-STATISTICS - Micro data processing
KEN,Kenya,BB:7021,HIES - Household Budget Survey,EMP_TEMP_SEX_AGE_EDU_NB,"Employment by sex, age and education (thousands)",SEX_M,Sex: Male,AGE_AGGREGATE_Y55-64,Age (Aggregate bands): 55-64,EDU_ISCED97_6,Education (ISCED-97): 6. Second stage of tertiary education (leading to an advanced research qualification),2016,7.805,,,,,,,R1:3513,Repository: ILO-STATISTICS - Micro data processing
KEN,Kenya,BB:7021,HIES - Household Budget Survey,EMP_TEMP_SEX_AGE_EDU_NB,"Employment by sex, age and education (thousands)",SEX_M,Sex: Male,AGE_AGGREGATE_Y55-64,Age (Aggregate bands): 55-64,EDU_ISCED97_UNK,Education (ISCED-97): Level not stated,2016,9.338,,,,,,,R1:3513,Repository: ILO-STATISTICS - Micro data processing
KEN,Kenya,BB:7021,HIES - Household Budget Survey,EMP_TEMP_SEX_AGE_EDU_NB,"Employment by sex, age and education (thousands)",SEX_M,Sex: Male,AGE_AGGREGATE_YGE65,Age (Aggregate bands): 65+,EDU_ISCED97_TOTAL,Education (ISCED-97): Total,2016,576.91,,,,,,,R1:3513,Repository: ILO-STATISTICS - Micro data processing
KEN,Kenya,BB:7021,HIES - Household Budget Survey,EMP_TEMP_SEX_AGE_EDU_NB,"Employment by sex, age and education (thousands)",SEX_M,Sex: Male,AGE_AGGREGATE_YGE65,Age (Aggregate bands): 65+,EDU_ISCED97_X,Education (ISCED-97): X. No schooling,2016,132.179,,,,,,,R1:3513,Repository: ILO-STATISTICS - Micro data processing
KEN,Kenya,BB:7021,HIES - Household Budget Survey,EMP_TEMP_SEX_AGE_EDU_NB,"Employment by sex, age and education (thousands)",SEX_M,Sex: Male,AGE_AGGREGATE_YGE65,Age (Aggregate bands): 65+,EDU_ISCED97_0,Education (ISCED-97): 0. Pre-primary education,2016,2.96,U,Unreliable,,,,,R1:3513,Repository: ILO-STATISTICS - Micro data processing
KEN,Kenya,BB:7021,HIES - Household Budget Survey,EMP_TEMP_SEX_AGE_EDU_NB,"Employment by sex, age and education (thousands)",SEX_M,Sex: Male,AGE_AGGREGATE_YGE65,Age (Aggregate bands): 65+,EDU_ISCED97_1,Education (ISCED-97): 1. Primary education or first stage of basic education,2016,312.506,,,C3:996,Nonstandard education level: Including 2,,,R1:3513,Repository: ILO-STATISTICS - Micro data processing
KEN,Kenya,BB:7021,HIES - Household Budget Survey,EMP_TEMP_SEX_AGE_EDU_NB,"Employment by sex, age and education (thousands)",SEX_M,Sex: Male,AGE_AGGREGATE_YGE65,Age (Aggregate bands): 65+,EDU_ISCED97_2,Education (ISCED-97): 2. Lower secondary or second stage of basic education,2016,4.204,U,Unreliable,,,,,R1:3513,Repository: ILO-STATISTICS - Micro data processing
KEN,Kenya,BB:7021,HIES - Household Budget Survey,EMP_TEMP_SEX_AGE_EDU_NB,"Employment by sex, age and education (thousands)",SEX_M,Sex: Male,AGE_AGGREGATE_YGE65,Age (Aggregate bands): 65+,EDU_ISCED97_3,Education (ISCED-97): 3. Upper secondary education,2016,62.816,,,,,,,R1:3513,Repository: ILO-STATISTICS - Micro data processing
KEN,Kenya,BB:7021,HIES - Household Budget Survey,EMP_TEMP_SEX_AGE_EDU_NB,"Employment by sex, age and education (thousands)",SEX_M,Sex: Male,AGE_AGGREGATE_YGE65,Age (Aggregate bands): 65+,EDU_ISCED97_4,Education (ISCED-97): 4. Post-secondary non-tertiary education,2016,33.333,,,,,,,R1:3513,Repository: ILO-STATISTICS - Micro data processing
KEN,Kenya,BB:7021,HIES - Household Budget Survey,EMP_TEMP_SEX_AGE_EDU_NB,"Employment by sex, age and education (thousands)",SEX_M,Sex: Male,AGE_AGGREGATE_YGE65,Age (Aggregate bands): 65+,EDU_ISCED97_5,Education (ISCED-97): 5. First stage of tertiary education (not leading directly to an advanced research qualification),2016,10.801,,,,,,,R1:3513,Repository: ILO-STATISTICS - Micro data processing
KEN,Kenya,BB:7021,HIES - Household Budget Survey,EMP_TEMP_SEX_AGE_EDU_NB,"Employment by sex, age and education (thousands)",SEX_M,Sex: Male,AGE_AGGREGATE_YGE65,Age (Aggregate bands): 65+,EDU_ISCED97_6,Education (ISCED-97): 6. Second stage of tertiary education (leading to an advanced research qualification),2016,,U,Unreliable,,,,,R1:3513,Repository: ILO-STATISTICS - Micro data processing
KEN,Kenya,BB:7021,HIES - Household Budget Survey,EMP_TEMP_SEX_AGE_EDU_NB,"Employment by sex, age and education (thousands)",SEX_M,Sex: Male,AGE_AGGREGATE_YGE65,Age (Aggregate bands): 65+,EDU_ISCED97_UNK,Education (ISCED-97): Level not stated,2016,16.085,,,,,,,R1:3513,Repository: ILO-STATISTICS - Micro data processing
KEN,Kenya,BB:7021,HIES - Household Budget Survey,EMP_TEMP_SEX_AGE_EDU_NB,"Employment by sex, age and education (thousands)",SEX_F,Sex: Female,AGE_AGGREGATE_TOTAL,Age (Aggregate bands): Total,EDU_ISCED97_TOTAL,Education (ISCED-97): Total,2016,9486.161,,,,,,,R1:3513,Repository: ILO-STATISTICS - Micro data processing
KEN,Kenya,BB:7021,HIES - Household Budget Survey,EMP_TEMP_SEX_AGE_EDU_NB,"Employment by sex, age and education (thousands)",SEX_F,Sex: Female,AGE_AGGREGATE_TOTAL,Age (Aggregate bands): Total,EDU_ISCED97_X,Education (ISCED-97): X. No schooling,2016,1220.352,,,,,,,R1:3513,Repository: ILO-STATISTICS - Micro data processing
